sex,age,income,wt,ht,bmi,waist
female,70,5000,75.1,159.6,29.48,102.5
female,41,15000,107.9,165.8,39.25,110.3
male,66,10000,70.8,169.4,24.67,94.7
female,38,75000,100.5,167.2,35.95,116.7
male,55,35000,96.5,189.8,26.79,101.1
male,72,35000,78.3,171.3,26.68,96.2
female,76,55000,70.2,150.1,31.16,106.4
female,39,100000,77.1,152.2,33.28,97.2
male,22,5000,56.6,174.5,18.59,71.1
male,69,75000,97.6,178.7,30.56,112.3
female,27,100000,69,162.1,26.26,80.1
male,66,25000,91.4,169.8,31.7,109.2
male,17,100000,89.2,170.9,30.54,99.1
female,39,25000,98.6,163.8,36.75,119
female,49,10000,76.6,160.9,29.59,99.5
male,33,75000,96.9,175.1,31.6,108.1
male,58,75000,88.4,176.9,28.25,106.7
female,68,25000,63.1,158.4,25.15,81.8
female,71,25000,81.1,154.6,33.93,101.9
male,49,100000,99.2,178.9,30.99,99.8
male,20,35000,70.7,179.4,21.97,81
male,71,75000,122.6,176.3,39.44,128.5
male,43,100000,89,185.2,25.95,93
female,75,55000,46.5,153.3,19.79,81.1
male,62,25000,82.9,177.5,26.31,98.3
female,48,100000,60.3,164.8,22.2,82.4
male,29,5000,78.8,168.6,27.72,94.8
female,60,100000,71,157.7,28.55,96
male,69,100000,100.5,177,32.08,112
female,63,100000,80,154.7,33.43,103.4
female,38,35000,74.8,162.6,28.29,94
female,45,,59.8,167.4,21.34,72.6
female,74,25000,77,150.2,34.13,103.4
female,31,20000,47.8,149.4,21.42,76.1
female,50,20000,69.3,168.6,24.38,
female,63,35000,47.7,163.2,17.91,66.1
male,42,20000,72.7,171.2,24.8,97.2
female,33,20000,69.8,156.9,28.35,95.4
male,66,0,72.4,172.2,24.42,88.8
female,45,100000,70.8,163.4,26.52,90
male,67,25000,73.8,168.1,26.12,98.2
male,20,,120.1,182.5,36.06,
female,58,45000,72.2,150.5,31.88,104.2
female,68,35000,108.9,168.4,38.4,115.3
male,59,100000,113.5,170.3,39.14,121.5
male,16,75000,62.2,171.6,21.12,77.1
male,65,100000,101.4,164.7,37.38,120.5
female,61,55000,54.5,156.4,22.28,81.9
male,64,45000,98.7,173.3,32.86,106
male,21,,80.3,184.1,23.69,
female,60,20000,82.3,168.4,29.02,100
male,55,20000,77.7,173.6,25.78,89.8
male,66,75000,63.3,164.5,23.39,92.4
female,61,45000,101.6,161.8,38.81,119.9
male,80,45000,81,174.4,26.63,100.6
female,17,100000,51.5,163,19.38,65.5
male,15,5000,33.9,141.4,16.96,58.1
female,15,75000,76.2,164.6,28.13,94.7
female,20,55000,59.1,160.6,22.91,78.4
male,28,25000,84.9,174.1,28.01,94.5
male,32,100000,79.1,179.6,24.52,80.5
male,80,10000,64.7,170.2,22.33,88.3
female,35,35000,97.7,164.9,35.93,103.9
male,32,75000,186.9,179.6,57.94,160
female,71,45000,106.6,161.1,41.07,119.6
male,58,55000,56.4,170.4,19.42,80.3
male,53,75000,134.1,187.1,38.31,134.5
male,39,55000,82.6,183.2,24.61,96
female,64,100000,80.7,160.6,31.29,102.8
male,59,0,54,172.2,18.21,79.2
male,13,,56.2,167.4,20.06,77.3
female,17,20000,77.9,168.6,27.4,88
male,51,55000,83.6,162,31.85,104.1
female,63,35000,85.3,159.2,33.66,112.9
male,24,15000,65.8,178.5,20.65,79
female,41,75000,54.1,165,19.87,79
female,43,20000,93.7,173.6,31.09,103.9
male,80,65000,96.5,176.3,31.05,114.8
female,64,5000,77.1,160.4,29.97,104
male,77,100000,85.9,170.2,29.65,106.7
female,36,65000,66.3,158.9,26.26,92.2
male,27,10000,63.1,176.2,20.32,74.4
female,80,20000,52.7,157.7,21.19,75.5
male,28,20000,124.4,195,32.72,113.5
male,40,55000,86.3,171.2,29.44,104.1
female,26,25000,101.8,163.3,38.17,114.2
female,31,15000,56.3,163.1,21.16,73.1
female,42,65000,76.1,157.3,30.76,90.5
male,45,75000,100.7,185.9,29.14,105.1
female,55,100000,119.7,169.4,41.71,126.4
female,14,100000,53.5,156.5,21.84,69
male,73,75000,83,181.6,25.17,98.6
male,80,20000,65.5,176.5,21.03,
male,15,100000,78.6,174.1,25.93,89.4
male,18,100000,75.1,186.6,21.57,80.5
male,63,10000,99.8,168.4,35.19,122
male,76,15000,77.6,170.3,26.76,101.1
male,39,45000,119,178.1,37.52,121
female,62,20000,87.3,156.7,35.55,117.5
female,15,100000,57.5,168.5,20.25,71.7
female,49,65000,74.6,163.4,27.94,91
male,25,100000,88.9,169,31.13,101.5
female,80,20000,57.5,157.9,23.06,96.4
male,18,100000,70.9,176,22.89,80.5
female,19,25000,49.3,164.2,18.29,68.5
female,44,100000,52.6,162.2,19.99,73.3
male,35,100000,78.3,174.8,25.63,90.7
female,25,15000,95,163.9,35.36,105
female,80,45000,58.4,155.8,24.06,89.6
male,30,10000,55.4,172.8,18.55,77.5
female,48,100000,88.9,165.3,32.54,107.7
female,39,45000,72.1,155.2,29.93,98.6
female,60,100000,105.3,155.7,43.44,114.2
male,51,75000,103.8,175.7,33.62,117.9
male,62,100000,101.8,179.8,31.49,113.5
female,23,25000,48,152.7,20.59,67
male,20,5000,76.9,175.7,24.91,82.3
female,43,10000,57.7,160.2,22.48,77
male,51,100000,98.7,195.3,25.88,100.4
male,74,20000,128.5,176.6,41.2,133.5
male,26,20000,85.5,186,24.71,91.2
male,50,100000,102.7,184.3,30.24,107.4
female,24,15000,60.9,158,24.4,84.7
female,41,35000,134.3,174.6,44.05,124.4
male,80,25000,74.3,161.8,28.38,106.4
female,39,55000,63,158.1,25.2,85.6
male,32,100000,72,169.2,25.15,94.4
female,39,100000,96.4,163.6,36.02,104.8
male,57,100000,77.9,158,31.2,104.3
male,61,65000,78.9,170.6,27.11,96
female,80,10000,60.9,146.8,28.26,
female,40,25000,131.2,171.4,44.66,135.1
female,62,20000,62.5,154.9,26.05,83
male,76,100000,73.3,177.5,23.27,94.1
male,53,10000,128.4,180.8,39.28,136.5
male,41,75000,91.1,169.3,31.78,104.3
female,37,55000,62.2,165.3,22.76,83.1
female,53,35000,44.9,153.1,19.16,71.2
male,18,55000,75.1,172.6,25.21,87.5
female,35,35000,52.4,156.1,21.5,78.5
female,20,,146.8,169.9,50.86,126.5
female,54,10000,80.8,149.9,35.96,107.9
male,63,25000,72.1,176.8,23.07,91.3
male,46,100000,86.1,171.8,29.17,100
female,50,25000,80,159.5,31.45,102.2
male,19,< 20000,80.6,170.2,27.82,100.7
male,80,20000,81.9,175,26.74,110.4
male,24,10000,71.3,165.8,25.94,88.4
female,28,45000,93.8,158.8,37.2,99.3
female,25,55000,91.3,160,35.66,
female,77,5000,69.3,151.7,30.11,96.1
female,58,5000,82.1,165.1,30.12,
male,53,15000,77.4,183.3,23.04,90.6
female,75,20000,73.7,165.1,27.04,94.8
male,68,75000,102,175.5,33.12,112.4
female,26,,58.2,170.2,20.09,75.7
female,54,100000,61.7,167.5,21.99,73.3
male,44,15000,59,161.7,22.56,77.9
female,39,100000,77.9,163,29.32,92
male,56,,105.1,172.2,35.44,123.3
female,80,,95.9,157.9,38.46,123.7
male,29,35000,97.5,166.5,35.17,108
male,41,25000,84.5,169.2,29.52,96.6
female,76,25000,58.3,153.2,24.84,87.5
female,22,25000,39.7,151.6,17.27,67.4
male,69,75000,105.1,178.4,33.02,128.8
male,61,100000,89.1,172.3,30.01,107.8
female,67,5000,55.5,149.5,24.83,93
male,23,15000,76,167,27.25,91
male,39,0,145,192.5,39.13,
male,22,0,74.8,172.7,25.08,83.1
female,76,,70.8,161.6,27.11,105
female,70,,67.8,159.2,26.75,91.5
female,50,25000,52,155,21.64,80.2
female,52,35000,72.6,156.9,29.49,97.8
female,25,15000,76.2,166.2,27.59,89.5
female,15,100000,60.4,164.2,22.4,72.5
female,31,5000,109.6,152.5,47.13,126.5
male,16,25000,75.3,171.4,25.63,98.6
female,45,,67.2,157.9,26.95,91.7
male,80,100000,64.1,163.9,23.86,85.6
male,15,5000,59,163.6,22.04,82.1
female,31,15000,94.5,156,38.83,119
female,38,75000,101.9,163.5,38.12,116.9
female,78,10000,50.5,158.8,20.03,71.5
male,80,25000,84.3,171,28.83,115
female,46,75000,59.2,155.5,24.48,72.4
female,44,45000,61.5,160.2,23.96,83.7
female,24,5000,53.4,158.4,21.28,78.2
female,76,5000,66.1,154.7,27.62,95.7
female,80,5000,73.8,163.8,27.51,108.3
female,52,35000,105,164.3,38.9,131.5
male,13,20000,82.8,164.5,30.6,105
male,40,75000,103.6,167.9,36.75,119.6
female,34,100000,65.7,165.2,24.07,85.9
female,80,65000,53.3,154.3,22.39,
male,15,15000,52.5,169.8,18.21,67
female,25,20000,60.8,165.6,22.17,78.6
female,13,20000,82.9,163.1,31.16,102
female,38,10000,76.8,168,27.21,93.8
female,45,100000,59,171.7,20.01,74.4
female,36,35000,107.4,169.6,37.34,119.1
female,80,55000,51.1,151.9,22.15,84.3
female,18,45000,78.5,175.6,25.46,92.8
male,12,25000,44.7,147.4,20.57,65.8
female,22,15000,68,158.5,27.07,85.4
male,20,25000,93.4,166,33.89,106.6
male,65,45000,76.6,166.8,27.53,90.6
male,15,25000,59.3,165,21.78,73
male,53,100000,113,177.1,36.03,121.3
male,55,15000,72.3,171.8,24.5,86.4
female,18,20000,46,152.5,19.78,
female,60,,60.2,152.3,25.95,85.8
male,24,65000,64.8,176.7,20.75,77.2
male,67,75000,88.7,173.6,29.43,108
female,14,35000,73.2,161.9,27.93,93.1
male,17,35000,87.9,170.3,30.31,97.2
female,39,100000,65.5,168.2,23.15,
male,16,75000,109.4,190.2,30.24,
male,34,20000,101.2,187.7,28.72,104.6
female,43,10000,85.6,164.5,31.63,114.5
female,30,15000,107.3,163.5,40.14,108.5
female,62,25000,65.9,155.4,27.29,100.7
male,27,15000,76.7,179.5,23.8,79.9
female,74,,68.9,152.3,29.7,105.3
male,70,25000,96.9,164.5,35.81,120.8
male,66,75000,58.2,163.1,21.88,85.2
female,26,0,53.8,160.8,20.81,68.5
male,17,65000,67.7,175.3,22.03,84.2
male,24,25000,87,184.7,25.5,95.2
female,54,,73.5,170.2,25.37,99
female,49,100000,59.3,166.2,21.47,72.7
female,18,15000,87,162.2,33.07,107
male,68,100000,104.7,187,29.94,116
female,36,65000,100.9,155.8,41.57,112.9
female,23,100000,58.3,165.1,21.39,74.4
female,34,75000,81.9,167.1,29.33,108.1
male,37,20000,67.9,158.5,27.03,92.2
male,35,45000,66.8,167.8,23.72,89.5
female,51,,64.8,169.5,22.55,89.7
female,37,75000,92.5,162.7,34.94,
male,61,100000,96.5,187.8,27.36,101.5
male,55,20000,72.2,170.8,24.75,94.5
male,22,10000,95.5,186.1,27.57,87.2
male,16,20000,68.6,168.8,24.08,76.2
female,62,20000,141,172.8,47.22,123.4
male,80,15000,69,175.5,22.4,84.2
female,30,0,72.5,155.4,30.02,90.6
female,14,5000,80.8,155.1,33.59,
male,14,100000,52.7,173,17.61,73.9
male,63,25000,78.7,178.4,24.73,99.3
male,66,5000,74.3,171.5,25.26,106.5
male,51,100000,85.3,175.3,27.76,97.9
male,51,25000,70.7,162.5,26.77,89.2
male,22,,65,175.3,21.15,78
female,15,15000,69.5,164.6,25.65,92.1
female,18,45000,45.3,154.1,19.08,70.3
male,19,75000,62.9,163.4,23.56,76.8
male,71,10000,47.9,158.2,19.14,74
male,32,15000,68.6,161.2,26.4,94
female,78,100000,75.2,168.8,26.39,93.8
male,29,35000,93.2,186.6,26.77,97.1
female,60,100000,61.2,163.4,22.92,86.3
male,72,25000,68.8,162,26.22,86.6
female,29,,75.5,161.7,28.88,
female,58,10000,125.3,174.7,41.05,120.7
female,34,75000,74.9,162.2,28.47,90.5
male,25,35000,72,162.6,27.23,91.6
male,20,100000,138.8,182.6,41.63,124.2
female,34,55000,48.3,157.2,19.55,74.2
male,53,100000,92,189.1,25.73,97.7
male,32,75000,81.8,180.3,25.16,94.2
male,34,20000,57.8,155.8,23.81,80.5
male,32,75000,84.2,178.2,26.52,92.7
female,69,25000,100.7,156.2,41.27,126.8
male,75,5000,67.5,165.3,24.7,96.8
female,52,15000,65.6,165.5,23.95,89.6
male,62,55000,83,176.6,26.61,94.5
male,69,15000,56.6,171.1,19.33,83.1
male,78,15000,65.7,171.7,22.29,
female,42,100000,76.8,162.9,28.94,93.2
male,21,5000,78.1,181.9,23.6,85.3
male,50,25000,87.4,177.1,27.87,98.3
female,60,25000,52.6,161.3,20.22,84.6
male,26,45000,105.5,182.6,31.64,110.5
female,66,20000,111.4,158.4,44.4,134.6
male,30,45000,103.9,184.3,30.59,100.8
male,49,55000,108.6,165.6,39.6,125.4
male,18,15000,70,172.9,23.42,77.6
female,24,0,83.1,157.9,33.33,95.4
male,14,25000,48.3,165.3,17.68,69.2
male,18,35000,75.5,167.9,26.78,99.8
male,32,55000,63.8,165.6,23.26,81.6
female,66,5000,82.4,154.3,34.61,111.6
female,23,100000,64.8,158.3,25.86,86.4
male,63,100000,83.4,164.1,30.97,102.4
male,44,100000,101.8,176.5,32.68,109.5
male,26,25000,92.3,188.3,26.03,99.3
male,65,100000,71.2,166,25.84,87.1
male,56,,83.1,171.9,28.12,99.1
male,20,35000,71.6,169.1,25.04,84.9
male,56,10000,68.7,168.7,24.14,88
male,22,20000,75.4,188.4,21.24,74.2
male,21,45000,53,169.7,18.4,65.9
male,80,35000,83.7,159.4,32.94,109.2
female,51,65000,59.8,157.5,24.11,84.5
male,52,100000,101.3,177.5,32.15,111.2
male,30,45000,90.3,172.7,30.28,102.5
male,15,45000,58.8,159.3,23.17,75.6
male,36,5000,74.5,174.1,24.58,93.2
female,32,25000,82.2,166.5,29.65,98.2
female,70,,69.6,153.3,29.62,92.7
male,18,< 20000,62.4,176.7,19.99,78.9
female,19,10000,78.1,154.8,32.59,90.3
female,45,100000,69.2,165.1,25.39,88.3
male,31,15000,71.9,181.3,21.87,82.2
female,66,35000,74.9,159.6,29.4,102.4
male,50,20000,77.1,172.6,25.88,99.3
female,19,25000,38.4,149.7,17.14,67
female,15,20000,75.7,166.8,27.21,90.8
female,25,,52.8,155.5,21.84,78.3
male,29,25000,82.8,165.4,30.27,93
male,61,65000,126.5,177.1,40.33,127.5
female,63,35000,66.7,158.4,26.58,96
female,29,20000,70.4,158.6,27.99,83.8
female,28,10000,57.6,149,25.94,85.6
female,29,15000,70.8,172.4,23.82,89.9
male,14,35000,49.7,166.2,17.99,68.7
female,77,55000,80.8,153.3,34.38,
male,43,20000,74.3,175.2,24.21,78.6
female,12,25000,46.5,159,18.39,69.2
male,68,15000,106.9,176.2,34.43,121
male,50,10000,91.4,176.9,29.21,95.5
male,63,15000,85.8,182.5,25.76,103.1
male,30,15000,82.7,173.3,27.54,103
female,72,10000,78.3,163.3,29.36,102.5
female,51,25000,87.9,157.4,35.48,103
male,16,25000,49.8,162.9,18.77,75.5
male,17,20000,56.8,164.7,20.94,69.5
female,27,25000,61.3,169.8,21.26,75.8
male,55,5000,110.4,190.5,30.42,126.2
male,22,5000,68.4,175.6,22.18,83.8
female,51,,66.4,155,27.64,99.4
female,19,100000,59.6,162.1,22.68,72.8
male,70,35000,76.6,194.4,20.27,85.6
male,16,55000,74.8,162.9,28.19,85.7
male,55,45000,88.1,182.1,26.57,97.5
female,43,25000,72.5,151.8,31.46,108.9
male,23,35000,92.9,182,28.05,102.1
female,46,25000,84.5,153.4,35.91,117.1
female,70,75000,116.8,160.8,45.17,
male,34,100000,87.1,177.9,27.52,97
female,59,75000,76.8,172.2,25.9,93.4
female,71,20000,58.2,145.9,27.34,89.8
female,72,25000,62.4,163.3,23.4,87.1
male,27,75000,92,172.9,30.77,101.4
female,52,75000,77.6,150.8,34.12,99
female,59,10000,108.8,153.1,46.42,139.5
male,46,100000,66.9,179.5,20.76,80.6
male,21,0,51.6,165.1,18.93,69.8
male,49,20000,71.2,168,25.23,96.6
male,61,25000,99.3,169.5,34.56,110.7
female,47,100000,74,168.3,26.13,88.5
male,31,45000,109.1,172.6,36.62,112.7
female,66,55000,92.9,170.1,32.11,102.5
male,36,75000,63.9,166.6,23.02,72.2
male,13,100000,30,144.4,14.39,54.6
female,18,65000,55.5,156.6,22.63,75.5
male,45,35000,81,174.4,26.63,96.7
female,22,75000,42.9,159.9,16.78,63.5
female,60,100000,61.1,163.6,22.83,
male,30,100000,89.6,186.6,25.73,97.2
female,41,0,50.1,164.9,18.42,73.5
female,34,55000,55.2,158.6,21.94,80.7
female,60,10000,70.3,151.1,30.79,103.7
female,51,45000,69.9,167.6,24.88,83.7
male,35,25000,63,165.4,23.03,80.4
female,52,45000,95.4,160,37.27,119
female,20,15000,59.9,161,23.11,76.9
female,31,45000,91.6,154.7,38.27,115.2
male,68,25000,89.9,177,28.7,105.3
female,13,35000,49.6,158.4,19.77,69
male,35,5000,79.1,170.6,27.18,92.7
male,40,,91.2,179.8,28.21,99.6
female,45,55000,73.4,156.2,30.08,101
male,80,10000,45.3,158,18.15,75.6
male,41,45000,91.3,188.9,25.59,98.3
male,40,45000,173.1,183.4,51.46,152.3
female,48,,69.1,155.4,28.61,
female,29,,67.2,170.2,23.2,91.5
male,22,0,70.1,174.7,22.97,79
female,24,100000,76.1,166.7,27.39,91.8
male,17,75000,84.3,186.6,24.21,90.2
female,13,20000,59.2,162.8,22.34,80.2
male,67,5000,89.3,178.2,28.12,103
male,76,15000,70.6,177.4,22.43,97.2
male,80,10000,59.5,171.4,20.25,81
female,68,45000,130.3,162.3,49.47,135.7
female,26,65000,50.2,168.4,17.7,72
male,41,35000,102.4,185.1,29.89,
female,31,55000,63.6,174.5,20.89,73
female,38,10000,86.3,161,33.29,101.7
female,23,25000,47.6,158.3,19,78.7
female,62,20000,120.4,160.1,46.97,138.7
female,51,25000,75.7,156.7,30.83,98.7
female,30,75000,73.1,175.1,23.84,86.2
male,59,25000,85.5,175,27.92,97.9
female,20,35000,68.1,151.2,29.79,90.2
female,67,75000,80.6,158.8,31.96,106
male,71,10000,94.6,167,33.92,120.4
male,21,100000,60,176.9,19.17,69.7
female,65,65000,82.3,165.4,30.08,101.5
male,68,15000,81.1,185.4,23.59,96.2
male,80,100000,95.1,182.2,28.65,113.4
male,67,25000,72.1,175.2,23.49,97
female,62,75000,103.6,167.3,37.01,107
male,28,35000,66.4,172.9,22.21,81.5
male,45,25000,135.5,179.9,41.87,134.5
male,30,35000,83.5,178.3,26.27,92.5
female,25,10000,58.7,168.7,20.63,71.4
female,43,0,85.1,166,30.88,94.8
female,72,35000,74.7,168,26.47,96.2
female,53,35000,75.4,168.6,26.53,97.3
male,77,20000,77.1,163.6,28.81,102.3
male,17,75000,97.4,174.4,32.02,109
female,42,100000,57.7,160.9,22.29,77.6
female,35,25000,65.7,154.2,27.63,93.3
male,49,100000,79.8,175.4,25.94,95.5
male,14,25000,41,148.3,18.64,62.5
female,32,75000,82.5,177.9,26.07,92
male,62,45000,121.6,177.2,38.73,124.6
male,24,55000,44.6,170.2,15.4,63.7
female,14,25000,68.6,172.7,23,89.2
female,54,5000,78.5,157.8,31.53,99.9
female,37,20000,68.6,149.5,30.69,90.6
male,13,55000,53.1,161.4,20.38,75
male,76,75000,115.6,179.4,35.92,125.4
female,21,15000,60.7,162.5,22.99,
male,63,65000,83.9,175.8,27.15,107.6
male,54,100000,80.7,174,26.65,90.7
male,46,20000,54.6,163.4,20.45,76
female,65,5000,94.2,163.8,35.11,110.7
female,41,5000,129.4,180.1,39.89,122.6
female,29,35000,71,162.9,26.76,91
male,19,10000,63,158.7,25.01,
female,39,55000,86.7,164.5,32.04,102
female,75,75000,53.6,143.3,26.1,85.3
female,75,10000,61.2,154.7,25.57,101.2
female,13,,58,165.3,21.23,75.2
female,40,100000,60.1,168.2,21.24,77.9
male,41,45000,79.8,177.8,25.24,92.4
female,65,,80.3,153.2,34.21,108.3
male,72,45000,98.5,177.6,31.23,118.2
female,40,100000,57.5,166.9,20.64,73
male,59,100000,82.9,183.9,24.51,93.4
male,53,10000,72.1,184.3,21.23,84.5
male,30,55000,81.6,186.2,23.54,82.7
male,26,10000,91.5,181.5,27.78,99.6
female,43,20000,70,153.7,29.63,96
female,64,10000,53.8,157.9,21.58,80.4
female,49,45000,132.7,170.6,45.59,127.2
female,45,100000,65.7,159.3,25.89,89
female,65,55000,70.4,159.4,27.71,85
female,54,20000,75.8,163.6,28.32,97.8
male,80,,61.4,155,25.56,101
female,38,45000,67.3,171.5,22.88,
male,25,65000,62,163.7,23.14,81.3
female,33,25000,94.3,155.6,38.95,108.5
female,62,65000,104.5,164.3,38.71,131.3
female,46,10000,87.3,174.2,28.77,101
female,40,100000,68.6,161.1,26.43,89
female,35,35000,118.1,167.8,41.94,128.3
female,53,25000,83.8,163.7,31.27,110.2
male,33,15000,85.9,180.7,26.31,91
female,25,,55,155.5,22.75,75.5
male,56,35000,89.1,181.7,26.99,100.1
male,62,100000,86.9,173.8,28.77,103.3
male,61,,49.9,163.1,18.76,77.2
male,49,75000,120.7,185.9,34.93,120
female,58,100000,68.2,169.6,23.71,81.9
female,29,65000,67.8,157.1,27.47,87
female,80,35000,71.4,155,29.72,105.4
male,69,45000,61.5,153.2,26.2,89.2
female,45,15000,73.1,164.5,27.01,93.9
male,32,20000,121.6,169.6,42.27,133.9
female,47,25000,89.7,154,37.82,113.3
male,17,55000,70,175.4,22.75,79.5
male,23,25000,81.9,174.6,26.87,95
female,16,25000,76.7,166.4,27.7,88.3
female,46,35000,87.2,161.5,33.43,109.8
female,17,20000,68.8,150.5,30.37,89.5
female,67,100000,53.7,171.9,18.17,72.9
female,38,20000,124.8,164.2,46.29,126.8
female,72,45000,97.3,164.3,36.04,111.3
male,60,75000,95.2,171.8,32.25,100.2
female,26,25000,108,157.9,43.32,122.7
female,64,75000,89.7,168.9,31.44,106.3
male,58,100000,80.6,166.8,28.97,102.7
female,50,25000,143.4,160.6,55.6,156.2
male,71,5000,96,161.7,36.72,
male,47,5000,83.5,162.8,31.5,107.2
male,79,75000,61.4,174.4,20.19,80.4
male,73,15000,83.8,170.9,28.69,109.3
male,77,20000,85.4,170.8,29.27,109.5
male,37,75000,73.5,163,27.66,92.6
female,33,100000,63.4,164.2,23.51,85
female,25,20000,69.8,161,26.93,94
male,32,100000,70.5,188.6,19.82,
female,62,45000,79.1,158.9,31.33,109.1
male,45,100000,76.5,170.2,26.41,95.7
male,80,45000,79.2,161.7,30.29,110
male,15,45000,82,177.9,25.91,87.4
male,39,25000,104.5,164.7,38.52,115.2
female,64,55000,82,154.3,34.44,103
male,18,,98.7,175.3,32.12,108.7
female,47,15000,84.7,156.4,34.63,105.2
male,20,20000,59.9,176.4,19.25,72
female,21,10000,60.1,159.8,23.54,83.9
female,48,20000,87.8,158.2,35.08,108.2
male,42,25000,88.5,168.9,31.02,102.4
male,50,100000,103.1,178.4,32.39,108.6
female,15,55000,45.6,153.9,19.25,63.8
female,62,10000,58.4,153.1,24.92,97.1
male,16,35000,57.6,166.2,20.85,77.8
female,19,15000,53.3,169.1,18.64,68.9
female,49,10000,96.2,159.1,38,106.1
male,69,35000,80.6,169.3,28.12,
male,23,45000,108.7,174.3,35.78,103.3
male,69,55000,101.3,183.1,30.22,112.8
male,25,25000,85.2,174.7,27.92,108.6
male,53,20000,90.8,192.1,24.61,99.2
male,30,65000,129.4,181.5,39.28,118
female,69,35000,72.4,148.5,32.83,104.2
female,42,55000,64.4,156.7,26.23,83
male,80,10000,84.6,170.6,29.07,
female,40,25000,111.1,156.7,45.25,
female,50,10000,64.9,158.4,25.87,92.5
male,31,0,75,177.7,23.75,92.9
male,64,35000,128.8,179.7,39.89,130.1
male,31,20000,100,170.8,34.28,107.4
male,65,100000,69.6,170.9,23.83,81.3
male,43,65000,48.5,159.3,19.11,71.5
female,43,10000,60.7,166.5,21.9,83
female,25,35000,70.7,149.7,31.55,98.1
male,80,45000,82.1,164.8,30.23,102.4
male,80,5000,66.9,162.4,25.37,96.5
female,67,25000,114.1,164.3,42.27,115.3
male,17,5000,65.1,170.3,22.45,73.7
female,36,45000,48.5,149.7,21.64,78.3
male,37,75000,79.4,178.1,25.03,91.7
male,52,100000,80.7,177.2,25.7,87.3
female,31,100000,101,167.2,36.13,115
male,18,35000,83.1,174.3,27.35,96.1
male,65,,71.8,174.5,23.58,86.5
male,48,20000,76.9,154.9,32.05,99.5
male,34,10000,83.3,171.5,28.32,93.5
male,50,55000,84,177.7,26.6,92.5
female,32,100000,61.8,170.2,21.33,86.5
male,61,20000,104.9,185.3,30.55,101.2
female,61,65000,109.3,144.3,52.49,131
female,34,15000,138.1,169.5,48.07,128.1
male,42,20000,80.9,184.1,23.87,94
male,15,< 20000,51.9,152.5,22.32,79.7
male,75,45000,72.8,159.3,28.69,100.7
male,42,20000,93.8,175.2,30.56,102.7
male,80,45000,95.9,169.9,33.22,120.4
male,17,20000,96.8,179.7,29.98,100.8
female,80,55000,63.5,163.3,23.81,94
female,23,100000,58.1,159.6,22.81,82.3
female,18,100000,45.8,152.6,19.67,71.6
male,18,0,56.5,177.5,17.93,71.1
female,25,5000,72.9,157,29.58,95.3
male,55,55000,92.7,178.7,29.03,105.7
female,62,45000,85.2,170.5,29.31,105.2
female,21,15000,127.4,158.8,50.52,142
male,15,20000,94.9,170.1,32.8,107.7
female,25,65000,68.2,175.5,22.14,87.9
male,53,25000,108.4,162.6,41,118.2
male,62,35000,77.3,160.3,30.08,103.2
male,26,25000,71.3,174.6,23.39,89.2
female,48,25000,92,167.1,32.95,120.9
male,29,65000,96.9,184.8,28.37,99
male,38,75000,172.6,186.5,49.62,153.6
female,38,25000,54.1,161,20.87,75.8
male,20,15000,96.2,180.3,29.59,104
female,34,100000,46.5,155.9,19.13,71.8
female,15,0,61,155.1,25.36,87.1
female,41,35000,56.4,150.8,24.8,81.6
male,55,,68.4,174.6,22.44,87.7
male,70,10000,74.3,168.1,26.29,98
female,44,75000,64.2,165.8,23.35,87.7
male,47,55000,75.3,177.9,23.79,89.5
male,79,10000,93.3,176.5,29.95,105.1
female,18,20000,73,158.8,28.95,82.6
female,25,15000,57.7,155.3,23.92,78.3
male,32,65000,139.9,187.9,39.62,133.2
male,37,65000,78.7,165.8,28.63,89.6
female,36,< 20000,66,158.9,26.14,81.4
male,80,20000,92.9,183.2,27.68,111.5
female,72,75000,71.2,161.8,27.2,95.6
female,71,35000,46.6,142.7,22.88,84.6
male,45,55000,83.4,172.4,28.06,92.7
male,39,55000,104.5,182,31.55,103.1
male,19,65000,75.2,181.2,22.9,87.6
male,80,25000,83.7,163,31.5,
male,80,5000,63,177.7,19.95,77.9
male,70,100000,83.7,177.6,26.54,110.4
male,34,15000,89,182.2,26.81,89
male,65,100000,100,175.2,32.58,116.4
male,45,15000,90.4,167.4,32.26,104
male,46,75000,93.9,170.2,32.42,108.5
male,62,100000,95.9,181.2,29.21,107.6
female,28,20000,154.5,170.3,53.27,139.3
female,51,100000,70.4,168.1,24.91,79.8
male,20,45000,67.4,180.7,20.64,73.3
female,64,10000,91.5,160.4,35.56,105.7
male,24,20000,88.5,175.4,28.77,101.6
female,29,45000,51.3,156.4,20.97,75.5
female,60,100000,58.9,163.6,22.01,77.2
male,41,45000,76.6,168.9,26.85,93.1
male,49,45000,67.2,169.9,23.28,79
male,26,20000,88.7,180.7,27.16,
male,57,15000,115.3,173.7,38.21,123
female,18,45000,48.6,162.8,18.34,67.2
male,13,10000,62.4,158.6,24.81,81
male,16,75000,71.8,170.9,24.58,78.7
male,62,,77.7,168.8,27.27,91.8
male,43,55000,65.2,167.7,23.18,88.5
female,48,35000,72.4,160.2,28.21,91.8
male,54,25000,90.9,171.5,30.91,106.4
male,32,10000,98.5,180.2,30.33,109.1
male,54,65000,89.6,183,26.76,100.3
female,58,35000,98.2,154.6,41.09,126.5
